-2.000000000000000000e+00,-2.000000000000000000e+00
-3.225135326385498047e+00,-2.521226406097412109e+00
3.400000095367431641e+00,-1.500000000000000000e+00
2.400007247924804688e+00,-3.108878135681152344e-01
3.034157991409301758e+00,1.014540642499923706e-01
3.067873001098632812e+00,4.809132963418960571e-02
3.072845697402954102e+00,4.442834481596946716e-02
-4.000000000000000000e+00,3.000000000000000000e+00
-2.352357387542724609e+00,3.189635515213012695e+00
-3.000000000000000000e+00,4.000000059604644775e-01
-2.183988094329833984e+00,-2.199077457189559937e-01
-3.098011016845703125e+00,-1.717659354209899902e+00
3.500000000000000000e+00,-3.000000000000000000e+00
1.927436590194702148e+00,-2.608719110488891602e+00
-3.200000047683715820e+00,-2.000000029802322388e-01
-1.866050362586975098e+00,6.975392103195190430e-01
-3.060898542404174805e+00,-2.244776248931884766e+00
-2.799999952316284180e+00,-3.000000119209289551e-01
3.200000047683715820e+00,6.999999880790710449e-01
3.129221439361572266e+00,4.076974093914031982e-02
3.096052646636962891e+00,3.437016904354095459e-02
3.082106113433837891e+00,3.997101634740829468e-02
3.077016592025756836e+00,4.233879968523979187e-02
